Title,Date,Category,Link
Milwaukee Woman Indicted For Perpetrating A $2.3 Million Health Care Fraud,"June 22, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/milwaukee-woman-indicted-for-perpetrating-a-23-million-health-care-fraud/
"University City Man Sentenced To 5 Years In Prison For Missouri Medicaid, Pandemic Loan Fraud","June 21, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/university-city-man-sentenced-to-5-years-in-prison-for-missouri-medicaid-pandemic-loan-fraud/
California Skilled Nursing Facility And Management Company Agree To Pay $3.825 Million To Settle Allegations Of Kickbacks To Referring Physicians,"June 21, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-skilled-nursing-facility-and-management-company-agree-to-pay-3825-million-to-settle-allegations-of-kickbacks-to-referring-physicians/
"Georgia Urgent Care Chain Agrees To Pay $1,600,000 To Resolve False Claim Act Allegations","June 20, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/georgia-urgent-care-chain-agrees-to-pay-1600000-to-resolve-false-claim-act-allegations/
D.C. Man Sentenced For Financial Exploitation Of A Family Member,"June 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dc-man-sentenced-for-financial-exploitation-of-a-family-member/
Lab Billing Company Settles False Claims Act Allegations Relating To Unnecessary Respiratory Panels Run On Seniors Receiving COVID-19 Tests,"June 16, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/lab-billing-company-settles-false-claims-act-allegations-relating-to-unnecessary-respiratory-panels-run-on-seniors-receiving-covid-19-tests/
Former Alaska Advanced Nurse Practitioner Sentenced To 30 Years For Illegally Prescribing Millions Of Opioids Causing Five Deaths,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-alaska-advanced-nurse-practitioner-sentenced-to-30-years-for-illegally-prescribing-millions-of-opioids-causing-five-deaths/
Health Care Information Technology Contractor Agrees To Pay More Than $1.7 Million To Resolve False Claims Act Allegations For Charging Unallowable Costs To The National Institutes Of Health,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-information-technology-contractor-agrees-to-pay-more-than-17-million-to-resolve-false-claims-act-allegations-for-charging-unallowable-costs-to-the-national-institutes-of-health/
"Raleigh ENT Doctor Sentenced To 25 Years In Prison For Adulterating Surgical Devices, For Defrauding Medicare, And For Stealing Patient Identities","June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/raleigh-ent-doctor-sentenced-to-25-years-in-prison-for-adulterating-surgical-devices-for-defrauding-medicare-and-for-stealing-patient-identities/
Cambria County Woman Pleads Guilty To Conspiracy To Commit Health Care Fraud,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cambria-county-woman-pleads-guilty-to-conspiracy-to-commit-health-care-fraud/
Rome Jury Finds Dr. Charles Adams And Full Circle Medical Center Liable For False Claims Act Violations,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rome-jury-finds-dr-charles-adams-and-full-circle-medical-center-liable-for-false-claims-act-violations/
Suburban Chicago Doctor Sentenced To Federal Prison And Fined $1 Million For Health Care Fraud,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suburban-chicago-doctor-sentenced-to-federal-prison-and-fined-1-million-for-health-care-fraud/
Man Convicted Of $54M Bribery And Kickback Scheme Involving Fraudulent Prescriptions,"June 16, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-of-54m-bribery-and-kickback-scheme-involving-fraudulent-prescriptions/
Two Jacksonville Compounding Pharmacies And Their Owner Agree To Pay At Least $7.4 Million To Resolve False Claims Act Allegations,"June 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-jacksonville-compounding-pharmacies-and-their-owner-agree-to-pay-at-least-74-million-to-resolve-false-claims-act-allegations/
Two Florida Medical Centers Agreed to Pay $1.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Dialysis Services,"June 15, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/two-florida-medical-centers-agreed-to-pay-14-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-upcoded-dialysis-services/
Three Defendants Plead Guilty In Personal Care Attendant Fraud Cases,"June 15, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-defendants-plead-guilty-in-personal-care-attendant-fraud-cases/
"Vault Medical Services Agreed to Pay $412,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for COVID-19 Testing Services Not Provided as Claimed","June 14, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/vault-medical-services-agreed-to-pay-412000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-covid-19-testing-services-not-provided-as-claimed/
Former Executive Director Sentenced To Prison For Health Care Fraud,"June 14, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-executive-director-sentenced-to-prison-for-health-care-fraud/
Three Charged In $6M Pediatric Dental Fraud Scheme,"June 14, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-charged-in-6m-pediatric-dental-fraud-scheme/
"Summit Health Group Agreed to Pay $25,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Two Individuals Excluded from New York Medicaid","June 14, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/summit-health-group-agreed-to-pay-25000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-two-individuals-excluded-from-new-york-medicaid/
Carr: Hart County Man Indicted For Elder Exploitation,"June 14, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-hart-county-man-indicted-for-elder-exploitation/
Attorney General Josh Stein Announces $4.7 Million Health Care Conviction,"June 14, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-47-million-health-care-conviction/
"Chinese-American Planning Council Home Attendant Program Agreed to Pay $866,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Individual Excluded from New York Medicaid","June 13, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/chinese-american-planning-council-home-attendant-program-agreed-to-pay-866000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-individual-excluded-from-new-york-medicaid/
Maryland Man Arrested on Felony Charges For Actions During Jan. 6 Capitol Breach,"June 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-arrested-on-felony-charges-for-actions-during-jan-6-capitol-breach/
Pocatello Nurse Practitioner Is Fined And Surrenders License For Unlawful Prescriptions And Fraud,"June 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pocatello-nurse-practitioner-is-fined-and-surrenders-license-for-unlawful-prescriptions-and-fraud/
Fayetteville Cardiologist Agrees To Pay Over $5 Million To Resolve Allegedly False Medicare And Medicaid Claims,"June 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fayetteville-cardiologist-agrees-to-pay-over-5-million-to-resolve-allegedly-false-medicare-and-medicaid-claims/
Federal Jury Finds Physician Assistant Guilty Of $10 Million Medicare Fraud,"June 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-finds-physician-assistant-guilty-of-10-million-medicare-fraud/
inSite Digestive Health Care Agreed to Pay $1.7 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by Uncredentialed Providers and Claims Out of Compliance with Incident-To or Split/Share Rules,"June 13, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/insite-digestive-health-care-agreed-to-pay-17-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-uncredentialed-providers-and-claims-out-of-compliance-with-incident-to-or-splitshare-rules/
Attorney General Alan Wilson Announces Arrest Of Kershaw Co. Man For Exploitation Of A Vulnerable Adult,"June 13, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-kershaw-co-man-for-exploitation-of-a-vulnerable-adult/
Office Of The Attorney General’s Medicaid Fraud Control Unit Sends Owner Of Home Health Company To Prison For 57 Months For $1.4 Million Fraud Scheme,"June 13, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/office-of-the-attorney-generals-medicaid-fraud-control-unit-sends-owner-of-home-health-company-to-prison-for-57-months-for-14-million-fraud-scheme/
Gloucester County Man Admits Healthcare Fraud,"June 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/gloucester-county-man-admits-healthcare-fraud/
"Boston Heart Diagnostics Corporation Agreed to Pay $641,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Staffing Services","June 12, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/boston-heart-diagnostics-corporation-agreed-to-pay-641000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-staffing-services/
"Robin Medical and Erez Nevo Agreed to Pay $250,000 for Allegedly Violating the Civil Monetary Penalties Law by Making Misrepresentations in NIH Grant Applications and Progress Reports","June 9, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/robin-medical-and-erez-nevo-agreed-to-pay-250000-for-allegedly-violating-the-civil-monetary-penalties-law-by-making-misrepresentations-in-nih-grant-applications-and-progress-reports/
Tea Woman Charged With Tampering With Consumer Products And Obtaining Controlled Substances By Fraud,"June 9, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tea-woman-charged-with-tampering-with-consumer-products-and-obtaining-controlled-substances-by-fraud/
"Cincinnati Children’s Hospital Medical Center Agreed to Pay $124,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","June 9, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/cincinnati-childrens-hospital-medical-center-agreed-to-pay-124000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
TennCare Fraud Investigation Leads To Arrest In Memphis,"June 9, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tenncare-fraud-investigation-leads-to-arrest-in-memphis/
Lavaca Man Sentenced In $134 Million COVID-19 Health Care Fraud And Money Laundering Scheme,"June 8, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/lavaca-man-sentenced-in-134-million-covid-19-health-care-fraud-and-money-laundering-scheme/
Chief Compliance Officer Convicted of $50M Medicare Fraud Scheme,"June 8, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chief-compliance-officer-convicted-of-50m-medicare-fraud-scheme/
Former Owner Of Watauga Recovery Clinics Sentenced To Prison,"June 7, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owner-of-watauga-recovery-clinics-sentenced-to-prison/
"Bonita Community Health Center Agreed to Pay $241,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Below Fair Market Value Leased Space","June 7, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/bonita-community-health-center-agreed-to-pay-241000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-below-fair-market-value-leased-space/
Miami Man Sentenced To Federal Prison For Retaliatory Attack On Federal Cooperating Witness,"June 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-man-sentenced-to-federal-prison-for-retaliatory-attack-on-federal-cooperating-witness/
Battle Creek Couple Sentenced On Fraud Charges,"June 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/battle-creek-couple-sentenced-on-fraud-charges/
Pharmacist Sentenced For $1M Prescription Drug Fraud Scheme,"June 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-sentenced-for-1m-prescription-drug-fraud-scheme/
"Morgan Wood, MD Agreed to Pay $150,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment, Genetic Testing, UV Light Therapy Systems and Prescribing Medications","June 2, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/morgan-wood-md-agreed-to-pay-150000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-genetic-testing-uv-light-therapy-systems-and-prescribing-medications/
Stacey Hayes Convicted Of Felony Theft Of Medicaid Funds,"June 2, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/stacey-hayes-convicted-of-felony-theft-of-medicaid-funds/
Physician Sentenced For Stealing Approximately $250K From COVID-19 Relief Programs,"June 1, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-for-stealing-approximately-250k-from-covid-19-relief-programs/
Woman Facing Federal Charges For Stealing A Nursing License In Order To Fraudulently Work As A Nurse In Indianapolis Nursing Homes,"May 31, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-facing-federal-charges-for-stealing-a-nursing-license-in-order-to-fraudulently-work-as-a-nurse-in-indianapolis-nursing-homes/
"Detroit Medical Center, Vanguard Health Systems, And Tenet Healthcare Corporation Agree To Pay Over $29 Million To Settle False Claims Act Allegations","May 31, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/detroit-medical-center-vanguard-health-systems-and-tenet-healthcare-corporation-agree-to-pay-over-29-million-to-settle-false-claims-act-allegations/
